timestamp,device_name,src_ip,dst_ip,src_port,dst_port,protocol,transport_class,hostname,url,http_method,payload_preview,tls_present,tls_version,packet_length,packet_count,byte_count,direction,scenario_label
2026-04-14T09:25:00,hub_gateway,192.168.10.10,198.51.100.90,51431,443,HTTPS,TCP,controller.smarthub.example,https://controller.smarthub.example/v1/poll,POST,devices=3;mode=auto;scene=occupied,True,TLS1.3,329,8,2632,outbound,baseline_secure_controller_poll
2026-04-14T09:28:00,plug_kitchen,192.168.10.35,198.51.100.60,38401,8883,MQTT,TCP,broker.iotcontrol.example,,,topic=device/status;power=on;watts=13.2,True,TLS1.3,212,5,1060,outbound,baseline_secure_mqtt_control
2026-04-14T09:40:00,hub_gateway,192.168.10.10,192.168.10.1,51316,53,DNS,UDP,resolver.home.arpa,,,query=controller.smarthub.example,False,,114,1,114,outbound,baseline_name_resolution
2026-04-14T09:40:00,hub_gateway,192.168.10.10,198.51.100.94,59597,443,HTTPS,TCP,legacy-backup.smarthub.example,https://legacy-backup.smarthub.example/archive,POST,archive=daily_delta;batch=household-a,True,TLS1.0,498,6,2988,outbound,controlled_legacy_backup_tls10
2026-04-14T09:42:00,hub_gateway,192.168.10.10,198.51.100.91,60967,8883,MQTT,TCP,broker.smarthub.example,,,topic=mesh/status;topology=stable,True,TLS1.2,285,4,1140,outbound,baseline_secure_mesh_broker
2026-04-14T09:48:00,plug_kitchen,192.168.10.35,192.168.10.1,55670,53,DNS,UDP,resolver.home.arpa,,,query=broker.iotcontrol.example,False,,125,1,125,outbound,baseline_name_resolution
2026-04-14T10:01:00,plug_kitchen,192.168.10.35,203.0.113.80,44145,8080,HTTP,TCP,telemetry.ads-insight.example,http://telemetry.ads-insight.example/beacon,POST,watts=13.4;state=standby;beacon=1,False,,217,3,651,outbound,controlled_background_third_party_beacon
2026-04-14T10:02:00,cam_livingroom,192.168.10.20,198.51.100.20,47106,443,HTTPS,TCP,api.vendorvideo.example,https://api.vendorvideo.example/v1/heartbeat,POST,status=ok;fps=15;motion=false;fw=1.4.2,True,TLS1.3,371,8,2968,outbound,baseline_secure_heartbeat
2026-04-14T10:02:00,plug_kitchen,192.168.10.35,198.51.100.60,35393,8883,MQTT,TCP,broker.iotcontrol.example,,,topic=device/status;power=on;watts=13.2,True,TLS1.3,293,6,1758,outbound,baseline_secure_mqtt_control
2026-04-14T10:11:00,cam_livingroom,192.168.10.20,198.51.100.24,46612,443,HTTPS,TCP,stream.vendorvideo.example,https://stream.vendorvideo.example/v2/session,POST,stream=adaptive;codec=h264;event=healthcheck,True,TLS1.3,539,10,5390,outbound,baseline_media_control
2026-04-14T10:23:00,hub_gateway,192.168.10.10,198.51.100.90,60268,443,HTTPS,TCP,controller.smarthub.example,https://controller.smarthub.example/v1/poll,POST,devices=3;mode=auto;scene=occupied,True,TLS1.3,360,6,2160,outbound,baseline_secure_controller_poll
2026-04-14T10:29:00,plug_kitchen,192.168.10.35,198.51.100.60,44858,8883,MQTT,TCP,broker.iotcontrol.example,,,topic=device/status;power=on;watts=13.2,True,TLS1.3,301,7,2107,outbound,baseline_secure_mqtt_control
2026-04-14T10:37:00,cam_livingroom,192.168.10.20,192.168.10.1,35682,53,DNS,UDP,resolver.home.arpa,,,query=api.vendorvideo.example,False,,90,1,90,outbound,baseline_name_resolution
2026-04-14T10:40:00,cam_livingroom,192.168.10.20,198.51.100.20,56414,443,HTTPS,TCP,api.vendorvideo.example,https://api.vendorvideo.example/v1/heartbeat,POST,status=ok;fps=15;motion=false;fw=1.4.2,True,TLS1.3,515,9,4635,outbound,baseline_secure_heartbeat
2026-04-14T10:45:00,plug_kitchen,192.168.10.35,203.0.113.80,43699,8080,HTTP,TCP,telemetry.ads-insight.example,http://telemetry.ads-insight.example/beacon,POST,watts=13.4;state=standby;beacon=1,False,,266,4,1064,outbound,controlled_background_third_party_beacon
2026-04-14T10:58:00,plug_kitchen,192.168.10.35,198.51.100.60,33235,8883,MQTT,TCP,broker.iotcontrol.example,,,topic=device/status;power=on;watts=13.2,True,TLS1.3,211,5,1055,outbound,baseline_secure_mqtt_control
2026-04-14T11:10:00,hub_gateway,192.168.10.10,198.51.100.91,49249,8883,MQTT,TCP,broker.smarthub.example,,,topic=mesh/status;topology=stable,True,TLS1.2,242,5,1210,outbound,baseline_secure_mesh_broker
2026-04-14T11:13:00,plug_kitchen,192.168.10.35,198.51.100.61,58594,443,HTTPS,TCP,api.iotcontrol.example,https://api.iotcontrol.example/v1/device/sync,POST,scene=daytime;fw=2.0.1;relay_state=on,True,TLS1.2,335,8,2680,outbound,baseline_secure_api_sync
2026-04-14T11:21:00,cam_livingroom,192.168.10.20,198.51.100.20,58878,443,HTTPS,TCP,api.vendorvideo.example,https://api.vendorvideo.example/v1/heartbeat,POST,status=ok;fps=15;motion=false;fw=1.4.2,True,TLS1.3,485,7,3395,outbound,baseline_secure_heartbeat
2026-04-14T11:25:00,hub_gateway,192.168.10.10,198.51.100.90,55833,443,HTTPS,TCP,controller.smarthub.example,https://controller.smarthub.example/v1/poll,POST,devices=3;mode=auto;scene=occupied,True,TLS1.3,340,6,2040,outbound,baseline_secure_controller_poll
2026-04-14T11:29:00,plug_kitchen,192.168.10.35,203.0.113.80,57092,8080,HTTP,TCP,telemetry.ads-insight.example,http://telemetry.ads-insight.example/beacon,POST,session_token=tok_plug_8821&diagnostic=power_cycle,False,,247,5,1235,outbound,controlled_background_third_party_beacon
2026-04-14T11:30:00,cam_livingroom,192.168.10.20,198.51.100.24,55784,443,HTTPS,TCP,stream.vendorvideo.example,https://stream.vendorvideo.example/v2/session,POST,stream=adaptive;codec=h264;event=healthcheck,True,TLS1.3,616,11,6776,outbound,baseline_media_control
2026-04-14T11:32:00,plug_kitchen,192.168.10.35,198.51.100.60,43137,8883,MQTT,TCP,broker.iotcontrol.example,,,topic=device/status;power=on;watts=13.2,True,TLS1.3,241,5,1205,outbound,baseline_secure_mqtt_control
2026-04-14T11:59:00,cam_livingroom,192.168.10.20,198.51.100.20,35060,443,HTTPS,TCP,api.vendorvideo.example,https://api.vendorvideo.example/v1/heartbeat,POST,status=ok;fps=15;motion=false;fw=1.4.2,True,TLS1.3,449,6,2694,outbound,baseline_secure_heartbeat
2026-04-14T12:00:00,plug_kitchen,192.168.10.35,198.51.100.60,58423,8883,MQTT,TCP,broker.iotcontrol.example,,,topic=device/status;power=on;watts=13.2,True,TLS1.3,222,5,1110,outbound,baseline_secure_mqtt_control
2026-04-14T12:04:00,cam_livingroom,192.168.10.20,192.168.10.1,44981,53,DNS,UDP,resolver.home.arpa,,,query=api.vendorvideo.example,False,,103,1,103,outbound,baseline_name_resolution
2026-04-14T12:06:00,cam_livingroom,192.168.10.20,198.51.100.5,59307,123,NTP,UDP,time.vendorvideo.example,,,clock_sync,False,,80,1,80,outbound,baseline_time_sync
2026-04-14T12:14:00,plug_kitchen,192.168.10.35,203.0.113.80,56504,8080,HTTP,TCP,telemetry.ads-insight.example,http://telemetry.ads-insight.example/beacon,POST,watts=13.4;state=standby;beacon=1,False,,286,4,1144,outbound,controlled_background_third_party_beacon
2026-04-14T12:26:00,hub_gateway,192.168.10.10,198.51.100.90,46540,443,HTTPS,TCP,controller.smarthub.example,https://controller.smarthub.example/v1/poll,POST,devices=3;mode=auto;scene=occupied,True,TLS1.3,310,7,2170,outbound,baseline_secure_controller_poll
2026-04-14T12:30:00,plug_kitchen,192.168.10.35,198.51.100.60,35879,8883,MQTT,TCP,broker.iotcontrol.example,,,topic=device/status;power=on;watts=13.2,True,TLS1.3,220,4,880,outbound,baseline_secure_mqtt_control
2026-04-14T12:39:00,cam_livingroom,192.168.10.20,198.51.100.20,33265,443,HTTPS,TCP,api.vendorvideo.example,https://api.vendorvideo.example/v1/heartbeat,POST,status=ok;fps=15;motion=false;fw=1.4.2,True,TLS1.3,520,8,4160,outbound,baseline_secure_heartbeat
2026-04-14T12:42:00,hub_gateway,192.168.10.10,198.51.100.91,38394,8883,MQTT,TCP,broker.smarthub.example,,,topic=mesh/status;topology=stable,True,TLS1.2,257,7,1799,outbound,baseline_secure_mesh_broker
2026-04-14T12:49:00,cam_livingroom,192.168.10.20,198.51.100.24,54552,443,HTTPS,TCP,stream.vendorvideo.example,https://stream.vendorvideo.example/v2/session,POST,stream=adaptive;codec=h264;event=healthcheck,True,TLS1.3,460,12,5520,outbound,baseline_media_control
2026-04-14T13:01:00,plug_kitchen,192.168.10.35,198.51.100.60,35401,8883,MQTT,TCP,broker.iotcontrol.example,,,topic=device/status;power=on;watts=13.2,True,TLS1.3,237,7,1659,outbound,baseline_secure_mqtt_control
2026-04-14T13:01:00,plug_kitchen,192.168.10.35,203.0.113.80,44103,8080,HTTP,TCP,telemetry.ads-insight.example,http://telemetry.ads-insight.example/beacon,POST,watts=13.4;state=standby;beacon=1,False,,284,4,1136,outbound,controlled_background_third_party_beacon
2026-04-14T13:05:00,hub_gateway,192.168.10.10,192.168.10.1,53784,53,DNS,UDP,resolver.home.arpa,,,query=controller.smarthub.example,False,,90,1,90,outbound,baseline_name_resolution
2026-04-14T13:16:00,plug_kitchen,192.168.10.35,192.168.10.1,41337,53,DNS,UDP,resolver.home.arpa,,,query=broker.iotcontrol.example,False,,98,1,98,outbound,baseline_name_resolution
2026-04-14T13:21:00,cam_livingroom,192.168.10.20,198.51.100.20,50250,443,HTTPS,TCP,api.vendorvideo.example,https://api.vendorvideo.example/v1/heartbeat,POST,status=ok;fps=15;motion=false;fw=1.4.2,True,TLS1.3,472,8,3776,outbound,baseline_secure_heartbeat
2026-04-14T13:25:00,cam_livingroom,192.168.10.20,198.51.100.27,46361,80,HTTP,TCP,diag.vendorvideo.example,http://diag.vendorvideo.example/upload?device_id=CAM-A19F-7781,POST,owner_email=resident@example.net&phone=+447700900123&auth_token=tok_cam_a19f4411,False,,388,6,2328,outbound,controlled_plaintext_diagnostic_post
2026-04-14T13:25:00,hub_gateway,192.168.10.10,198.51.100.90,43142,443,HTTPS,TCP,controller.smarthub.example,https://controller.smarthub.example/v1/poll,POST,devices=3;mode=auto;scene=occupied,True,TLS1.3,430,4,1720,outbound,baseline_secure_controller_poll
2026-04-14T13:28:00,plug_kitchen,192.168.10.35,198.51.100.60,35501,8883,MQTT,TCP,broker.iotcontrol.example,,,topic=device/status;power=on;watts=13.2,True,TLS1.3,320,6,1920,outbound,baseline_secure_mqtt_control
2026-04-14T13:36:00,cam_livingroom,192.168.10.20,192.168.10.1,45232,53,DNS,UDP,resolver.home.arpa,,,query=api.vendorvideo.example,False,,104,1,104,outbound,baseline_name_resolution
2026-04-14T13:44:00,plug_kitchen,192.168.10.35,198.51.100.61,34351,443,HTTPS,TCP,api.iotcontrol.example,https://api.iotcontrol.example/v1/device/sync,POST,scene=daytime;fw=2.0.1;relay_state=on,True,TLS1.2,359,6,2154,outbound,baseline_secure_api_sync
2026-04-14T14:00:00,cam_livingroom,192.168.10.20,198.51.100.20,57131,443,HTTPS,TCP,api.vendorvideo.example,https://api.vendorvideo.example/v1/heartbeat,POST,status=ok;fps=15;motion=false;fw=1.4.2,True,TLS1.3,450,9,4050,outbound,baseline_secure_heartbeat
2026-04-14T14:01:00,plug_kitchen,192.168.10.35,198.51.100.60,45383,8883,MQTT,TCP,broker.iotcontrol.example,,,topic=device/status;power=on;watts=13.2,True,TLS1.3,241,6,1446,outbound,baseline_secure_mqtt_control
2026-04-14T14:12:00,hub_gateway,192.168.10.10,198.51.100.91,50076,8883,MQTT,TCP,broker.smarthub.example,,,topic=mesh/status;topology=stable,True,TLS1.2,279,4,1116,outbound,baseline_secure_mesh_broker
2026-04-14T14:23:00,hub_gateway,192.168.10.10,198.51.100.90,49653,443,HTTPS,TCP,controller.smarthub.example,https://controller.smarthub.example/v1/poll,POST,devices=3;mode=auto;scene=occupied,True,TLS1.3,357,4,1428,outbound,baseline_secure_controller_poll
2026-04-14T14:25:00,hub_gateway,192.168.10.10,203.0.113.120,55700,443,HTTPS,TCP,backup-storage.partnercloud.example,https://backup-storage.partnercloud.example/snapshot,POST,snapshot=weekly;devices=3,True,TLS1.2,470,7,3290,outbound,controlled_third_party_backup_target
2026-04-14T14:28:00,plug_kitchen,192.168.10.35,198.51.100.60,60989,8883,MQTT,TCP,broker.iotcontrol.example,,,topic=device/status;power=on;watts=13.2,True,TLS1.3,215,5,1075,outbound,baseline_secure_mqtt_control
2026-04-14T14:41:00,cam_livingroom,192.168.10.20,198.51.100.20,34357,443,HTTPS,TCP,api.vendorvideo.example,https://api.vendorvideo.example/v1/heartbeat,POST,status=ok;fps=15;motion=false;fw=1.4.2,True,TLS1.3,440,11,4840,outbound,baseline_secure_heartbeat
2026-04-14T14:58:00,plug_kitchen,192.168.10.35,198.51.100.60,38069,8883,MQTT,TCP,broker.iotcontrol.example,,,topic=device/status;power=on;watts=13.2,True,TLS1.3,225,7,1575,outbound,baseline_secure_mqtt_control
2026-04-14T15:04:00,cam_livingroom,192.168.10.20,192.168.10.1,56980,53,DNS,UDP,resolver.home.arpa,,,query=api.vendorvideo.example,False,,105,1,105,outbound,baseline_name_resolution
2026-04-14T15:21:00,cam_livingroom,192.168.10.20,198.51.100.20,42579,443,HTTPS,TCP,api.vendorvideo.example,https://api.vendorvideo.example/v1/heartbeat,POST,status=ok;fps=15;motion=false;fw=1.4.2,True,TLS1.3,383,8,3064,outbound,baseline_secure_heartbeat
2026-04-14T15:26:00,hub_gateway,192.168.10.10,198.51.100.90,55204,443,HTTPS,TCP,controller.smarthub.example,https://controller.smarthub.example/v1/poll,POST,devices=3;mode=auto;scene=occupied,True,TLS1.3,332,5,1660,outbound,baseline_secure_controller_poll
2026-04-14T15:30:00,plug_kitchen,192.168.10.35,198.51.100.60,37961,8883,MQTT,TCP,broker.iotcontrol.example,,,topic=device/status;power=on;watts=13.2,True,TLS1.3,292,7,2044,outbound,baseline_secure_mqtt_control
2026-04-14T15:42:00,hub_gateway,192.168.10.10,198.51.100.91,40842,8883,MQTT,TCP,broker.smarthub.example,,,topic=mesh/status;topology=stable,True,TLS1.2,239,6,1434,outbound,baseline_secure_mesh_broker
2026-04-14T15:59:00,cam_livingroom,192.168.10.20,198.51.100.20,38851,443,HTTPS,TCP,api.vendorvideo.example,https://api.vendorvideo.example/v1/heartbeat,POST,status=ok;fps=15;motion=false;fw=1.4.2,True,TLS1.3,486,7,3402,outbound,baseline_secure_heartbeat
2026-04-14T16:01:00,plug_kitchen,192.168.10.35,198.51.100.60,56105,8883,MQTT,TCP,broker.iotcontrol.example,,,topic=device/status;power=on;watts=13.2,True,TLS1.3,212,5,1060,outbound,baseline_secure_mqtt_control
2026-04-14T16:10:00,cam_livingroom,192.168.10.20,198.51.100.28,39102,80,HTTP,TCP,family-room-cam.vendorvideo.example,http://family-room-cam.vendorvideo.example/status?device_id=CAM-A19F-7781,GET,serial=CAM-A19F-7781;mode=maintenance,False,,304,4,1216,outbound,controlled_contextual_hostname_plaintext
2026-04-14T16:14:00,plug_kitchen,192.168.10.35,198.51.100.61,46864,443,HTTPS,TCP,api.iotcontrol.example,https://api.iotcontrol.example/v1/device/sync,POST,scene=daytime;fw=2.0.1;relay_state=on,True,TLS1.2,365,5,1825,outbound,baseline_secure_api_sync
2026-04-14T16:27:00,hub_gateway,192.168.10.10,198.51.100.90,35960,443,HTTPS,TCP,controller.smarthub.example,https://controller.smarthub.example/v1/poll,POST,devices=3;mode=auto;scene=occupied,True,TLS1.3,424,7,2968,outbound,baseline_secure_controller_poll
2026-04-14T16:28:00,plug_kitchen,192.168.10.35,198.51.100.60,44768,8883,MQTT,TCP,broker.iotcontrol.example,,,topic=device/status;power=on;watts=13.2,True,TLS1.3,307,7,2149,outbound,baseline_secure_mqtt_control
2026-04-14T16:29:00,hub_gateway,192.168.10.10,192.168.10.1,55807,53,DNS,UDP,resolver.home.arpa,,,query=controller.smarthub.example,False,,104,1,104,outbound,baseline_name_resolution
2026-04-14T16:35:00,cam_livingroom,192.168.10.20,192.168.10.1,47920,53,DNS,UDP,resolver.home.arpa,,,query=api.vendorvideo.example,False,,90,1,90,outbound,baseline_name_resolution
2026-04-14T16:39:00,cam_livingroom,192.168.10.20,198.51.100.20,58715,443,HTTPS,TCP,api.vendorvideo.example,https://api.vendorvideo.example/v1/heartbeat,POST,status=ok;fps=15;motion=false;fw=1.4.2,True,TLS1.3,395,11,4345,outbound,baseline_secure_heartbeat
2026-04-14T16:46:00,plug_kitchen,192.168.10.35,192.168.10.1,50939,53,DNS,UDP,resolver.home.arpa,,,query=broker.iotcontrol.example,False,,115,1,115,outbound,baseline_name_resolution
2026-04-14T17:02:00,plug_kitchen,192.168.10.35,198.51.100.60,54090,8883,MQTT,TCP,broker.iotcontrol.example,,,topic=device/status;power=on;watts=13.2,True,TLS1.3,239,5,1195,outbound,baseline_secure_mqtt_control
2026-04-14T17:09:00,hub_gateway,192.168.10.10,198.51.100.91,32796,8883,MQTT,TCP,broker.smarthub.example,,,topic=mesh/status;topology=stable,True,TLS1.2,237,7,1659,outbound,baseline_secure_mesh_broker
2026-04-14T17:15:00,cam_livingroom,192.168.10.20,203.0.113.41,56012,443,HTTPS,TCP,video-metrics.analytics-partner.example,https://video-metrics.analytics-partner.example/v1/upload,POST,clip_len=12;event=occupancy_sample,True,TLS1.2,452,5,2260,outbound,controlled_third_party_partner_telemetry
2026-04-14T17:22:00,cam_livingroom,192.168.10.20,198.51.100.20,43101,443,HTTPS,TCP,api.vendorvideo.example,https://api.vendorvideo.example/v1/heartbeat,POST,status=ok;fps=15;motion=false;fw=1.4.2,True,TLS1.3,487,10,4870,outbound,baseline_secure_heartbeat
2026-04-14T17:26:00,hub_gateway,192.168.10.10,198.51.100.90,56740,443,HTTPS,TCP,controller.smarthub.example,https://controller.smarthub.example/v1/poll,POST,devices=3;mode=auto;scene=occupied,True,TLS1.3,343,6,2058,outbound,baseline_secure_controller_poll
2026-04-14T17:32:00,plug_kitchen,192.168.10.35,198.51.100.60,56123,8883,MQTT,TCP,broker.iotcontrol.example,,,topic=device/status;power=on;watts=13.2,True,TLS1.3,320,6,1920,outbound,baseline_secure_mqtt_control
2026-04-14T18:08:00,cam_livingroom,192.168.10.20,198.51.100.5,38276,123,NTP,UDP,time.vendorvideo.example,,,clock_sync,False,,76,1,76,outbound,baseline_time_sync
2026-04-14T18:40:00,plug_kitchen,192.168.10.35,198.51.100.61,55505,443,HTTPS,TCP,api.iotcontrol.example,https://api.iotcontrol.example/v1/device/sync,POST,scene=daytime;fw=2.0.1;relay_state=on,True,TLS1.2,305,7,2135,outbound,baseline_secure_api_sync
2026-04-14T18:40:00,hub_gateway,192.168.10.10,198.51.100.94,44571,443,HTTPS,TCP,legacy-backup.smarthub.example,https://legacy-backup.smarthub.example/archive,POST,archive=daily_delta;batch=household-a,True,TLS1.0,498,6,2988,outbound,controlled_legacy_backup_tls10
2026-04-14T19:15:00,hub_gateway,192.168.10.10,203.0.113.110,35145,2323,TCP,TCP,support-tunnel.remoteassist.example,,,serial=HUB-99128&auth_token=tok_hub_99128&mode=remote_shell,False,,336,5,1680,outbound,controlled_remote_support_tunnel
